Tanggal WIB	Jam WIB	BTC Open	BTC High	BTC Low	BTC Close	Posisi	Lot BTC	Pending Reverse	Qty Pending	Action	Saldo Realized	Equity MTM
2018-08-16	04:00	6372,39	6433,72	6336,67	6413,16	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,5959
2018-08-16	05:00	6415,89	6449	6325,21	6344,87	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,4818
2018-08-16	06:00	6334,03	6349,19	6222,22	6267,16	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,3521
2018-08-16	07:00	6265,27	6320	6205,6	6295,02	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,3986
2018-08-16	08:00	6295,02	6298,63	6245	6262,59	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,3444
2018-08-16	09:00	6262,75	6300,05	6254,84	6297,16	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,4022
2018-08-16	10:00	6298,6	6339,16	6265,21	6270,5	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,3576
2018-08-16	11:00	6270,49	6329,01	6255	6305	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,4153
2018-08-16	12:00	6301,74	6312,89	6271,44	6282,53	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,3777
2018-08-16	13:00	6285,93	6300,99	6267	6299,1	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,4054
2018-08-16	14:00	6299,09	6420,26	6299	6376,19	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,5341
2018-08-16	15:00	6371,71	6432,5	6363,01	6388,11	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,5541
2018-08-16	16:00	6385,42	6423,6	6371	6388	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,5539
2018-08-16	17:00	6387,5	6480	6378	6443,46	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,6465
2018-08-16	18:00	6445,77	6447,83	6390,94	6434,65	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,6318
2018-08-16	19:00	6434,82	6476,01	6277	6310,8	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,4249
2018-08-16	20:00	6311	6355,69	6280	6350,18	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,4907
2018-08-16	21:00	6352,6	6367,6	6315	6319,18	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,4389
2018-08-16	22:00	6315,99	6432,38	6294,16	6403,82	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,5803
2018-08-16	23:00	6403,82	6425,19	6366,04	6391,51	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,5597
2018-08-17	00:00	6390,64	6464	6367,04	6409,12	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,5891
2018-08-17	01:00	6409,12	6423	6383,11	6422,62	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,6117
2018-08-17	02:00	6421,14	6442,99	6389,32	6409,31	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,5895
2018-08-17	03:00	6408,59	6417,03	6242,15	6254,74	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,3313
2018-08-17	04:00	6254,74	6301,3	6228	6278,01	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,3702
2018-08-17	05:00	6278,07	6308,77	6263,8	6272	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,3602
2018-08-17	06:00	6272	6322,83	6259	6311,75	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,4265
2018-08-17	07:00	6316	6354,03	6285,4	6347,93	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,487
2018-08-17	08:00	6342,77	6374	6325,03	6339,99	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,4737
2018-08-17	09:00	6339	6449	6336	6412,03	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,594
2018-08-17	10:00	6412,03	6440	6391,03	6413,84	LONG	0,00167	5982,92	0,00334	HOLD	99,9075	100,597
